id,card_number,card_type,monthly_payment
711,30514951670292,diners-club-carte-blanche,$3631.79
712,3588436419001490,jcb,$3839.14
713,3566957349429697,jcb,$3712.16
714,3574358919978355,jcb,$1190.21
715,30549112358791,diners-club-carte-blanche,$2769.62
716,6763586314777542527,maestro,$3695.59
717,377393140723135,americanexpress,$1218.13
718,3554074560276239,jcb,$1672.44
719,5020624950276446,maestro,$3363.92
720,3587392891182715,jcb,$981.45
721,56022165683342536,china-unionpay,$2386.66
722,676314955291279282,maestro,$3397.23
723,4508740744835836,visa-electron,$926.16
724,6709536148976552,laser,$3300.72
725,36754788653087,diners-club-international,$2178.65
726,3549101259347142,jcb,$739.81
727,5007660962580133,mastercard,$2129.74
728,3546458306338083,jcb,$2930.60
729,30546749969412,diners-club-carte-blanche,$3722.65
730,5002351964727030,mastercard,$2634.50
731,5010125302040797,mastercard,$2983.45
732,5002355283917008,mastercard,$839.87
733,67597747060690314,maestro,$1790.18
734,5551094500279976,mastercard,$705.72
735,3552162123855136,jcb,$510.96
736,50180264844560598,maestro,$853.24
737,4917334684509679,visa-electron,$1553.99
738,676365617820841416,maestro,$2412.81
739,6331106775600200,switch,$1545.34
740,201517026394320,diners-club-enroute,$1395.15
741,3538604245844737,jcb,$1149.30
742,3574339304725460,jcb,$2447.29
743,30314553138495,diners-club-carte-blanche,$344.22
744,5100171132295285,mastercard,$2303.35
745,3589101426350525,jcb,$2194.60
746,5602247146255821,bankcard,$3570.79
747,201981690416035,diners-club-enroute,$1548.70
748,3533660083650276,jcb,$1126.84
749,3556300227850837,jcb,$2649.43
750,374288785827840,americanexpress,$2505.53
751,3588762757525471,jcb,$1164.57
752,63042623302361032,laser,$1550.31
753,3536120516925388,jcb,$1563.83
754,3535550063276655,jcb,$810.26
755,5602241455343837681,china-unionpay,$445.31
756,36536052981538,diners-club-international,$2401.57
757,344216079298912,americanexpress,$2168.82
758,3578194667774472,jcb,$976.82
759,3550613014953929,jcb,$1327.11
760,5602213338030186774,china-unionpay,$2842.57
761,36725424845931,diners-club-international,$1619.17
762,4017950081073172,visa,$2039.00
763,5602236827884991,bankcard,$1833.84
764,375645740607618,americanexpress,$960.94
765,3541657272618692,jcb,$2218.80
766,3536992202672106,jcb,$1776.23
767,3536849970672942,jcb,$3849.67
768,3549042678603949,jcb,$2090.65
769,5108758716507606,mastercard,$2302.27
770,3564606743701415,jcb,$3666.52
771,6375577814545134,instapayment,$2729.49
772,3582707508498870,jcb,$1596.62
773,3578981320457598,jcb,$733.09
774,201574570591330,diners-club-enroute,$1683.18
775,3542122039178307,jcb,$886.90
776,6331106328593837,switch,$1703.26
777,5538112258040834,mastercard,$1443.76
778,3572563229937965,jcb,$2970.96
779,58931968292200557,maestro,$3574.99
780,67092735339942053,laser,$1107.29
781,4508334537297097,visa-electron,$2868.86
782,6388264805819860,instapayment,$2078.11
783,3541568118883343,jcb,$1557.29
784,3531891976005011,jcb,$3961.83
785,30375806614897,diners-club-carte-blanche,$3876.11
786,5100146615580890,mastercard,$2421.23
787,30390430190016,diners-club-carte-blanche,$2870.76
788,371167766371254,americanexpress,$2781.14
789,6333028922816968,switch,$683.73
790,30062834146338,diners-club-carte-blanche,$2579.91
791,3572452624218090,jcb,$1015.78
792,3530588820594205,jcb,$1043.01
793,3535777894794305,jcb,$1959.85
794,5602224683035510,bankcard,$2876.06
795,3556209120534267,jcb,$396.50
796,3572030240034677,jcb,$1123.62
797,5893291859758447,maestro,$471.77
798,4911679647991844,switch,$2904.45
799,3581744279135473,jcb,$840.34
800,4552329225730,visa,$3112.08
801,3566832524810120,jcb,$734.49
802,3570795853283413,jcb,$3493.59
803,3535441771482720,jcb,$2332.84
804,3566602776661103,jcb,$3206.30
805,3584478116425360,jcb,$2647.65
806,3567239344898443,jcb,$2496.04
807,4041372583766098,visa,$2588.99
808,5010128229170283,mastercard,$2945.48
809,3555995349723076,jcb,$2899.39
810,561017865974779843,china-unionpay,$2104.03
811,3552218512278916,jcb,$1287.41
812,3545543740656892,jcb,$3839.72
813,30512280366194,diners-club-carte-blanche,$999.23
814,3533000296179575,jcb,$2102.58
815,4905592204695153,switch,$3986.91
816,201537120811128,diners-club-enroute,$2814.51
817,670695248251718065,laser,$1215.48
818,201795343868610,diners-club-enroute,$792.54
819,5610472565804095,bankcard,$3799.44
820,3554511543837132,jcb,$1323.78
821,3548854354156013,jcb,$732.19
822,3547703607111583,jcb,$1030.13
823,36799806742255,diners-club-international,$2201.68
824,5602252250470578802,china-unionpay,$1496.56
825,3585826628498912,jcb,$356.25
826,67068585101307104,laser,$3565.04
827,670696397914429229,laser,$2656.28
828,3536448774987968,jcb,$2363.63
829,3551995169462767,jcb,$3303.21
830,4913565523544658,visa-electron,$744.89
831,6771554318891462,laser,$3725.51
832,3577466700359755,jcb,$2904.89
833,5561696962183914,mastercard,$3583.77
834,201687396023732,diners-club-enroute,$1097.73
835,36052819622662,diners-club-international,$2223.45
836,3564964700415937,jcb,$3655.81
837,3539723287448899,jcb,$2923.84
838,201509955803215,diners-club-enroute,$3518.76
839,3579926723248895,jcb,$1508.58
840,201579925235699,diners-club-enroute,$801.77
841,58938597068289651,maestro,$3470.79
842,30587320855604,diners-club-carte-blanche,$388.72
843,3576494679195621,jcb,$1279.37
844,3559799302392036,jcb,$2644.99
845,3540095532760627,jcb,$3071.93
846,3584387520603639,jcb,$1135.79
847,30040755756699,diners-club-carte-blanche,$3029.51
848,5602210155990910,bankcard,$472.25
849,30323765730254,diners-club-carte-blanche,$3614.15
850,30450366247568,diners-club-carte-blanche,$3173.55
851,6771636105778851,laser,$1835.78
852,4041373389388392,visa,$1169.30
853,5602251310785134,bankcard,$3838.44
854,56102693086848521,china-unionpay,$1642.43
855,3556846573850672,jcb,$575.80
856,3580705781405333,jcb,$591.11
857,5610140769659152971,china-unionpay,$2467.18
858,56022470943805979,china-unionpay,$698.25
859,201543339370054,diners-club-enroute,$2846.25
860,676161118883647416,maestro,$1499.51
861,5602234669362150,bankcard,$567.43
862,5400144667380035,mastercard,$310.43
863,6331104388608913767,switch,$2566.20
864,3574713044798922,jcb,$1800.14
865,3530608612030307,jcb,$2846.22
866,4917369686008775,visa-electron,$2978.29
867,3588147546546030,jcb,$3854.64
868,5602235352422136,bankcard,$3514.80
869,3544877458458120,jcb,$436.86
870,3550722293184930,jcb,$1433.04
871,3577165527629545,jcb,$1746.92
872,5002357530363408,mastercard,$3557.78
873,3585781638420085,jcb,$862.24
874,6763568826422982,maestro,$3092.39
875,5556641744606409,diners-club-us-ca,$3442.44
876,4911578582160243,switch,$2916.07
877,3529176583218031,jcb,$2729.56
878,201626855937263,diners-club-enroute,$1687.29
879,3545567980793560,jcb,$3300.46
880,4175006106867532,visa-electron,$1198.50
881,3567055353211736,jcb,$636.57
882,3575122167657007,jcb,$3689.72
883,337941039962054,americanexpress,$3952.85
884,201441963269710,diners-club-enroute,$626.84
885,5183220664661321,mastercard,$1611.76
886,3541761825382077,jcb,$2063.75
887,30064441042827,diners-club-carte-blanche,$2999.73
888,3580356421979095,jcb,$3694.90
889,5443343973128208,diners-club-us-ca,$3680.31
890,4905723128412505001,switch,$649.16
891,5010124657768060,mastercard,$2272.30
892,5602211983460332,bankcard,$3962.15
893,564182544260196524,switch,$3384.72
894,3555135553316115,jcb,$1815.98
895,3528752553747745,jcb,$1320.33
896,3589178892879443,jcb,$477.60
897,3540816263115081,jcb,$2857.52
898,3571526650387522,jcb,$1663.65
899,564182438694224665,switch,$2633.22
900,3552736428441849,jcb,$1489.97
901,3532498387060095,jcb,$3221.21
902,676359247824382114,maestro,$542.74
903,5102013517980354,mastercard,$1016.45
904,3568746687423000,jcb,$2299.98
905,3580085236887074,jcb,$3533.52
906,343359163570118,americanexpress,$1774.54
907,3567707104232177,jcb,$3175.37
908,5100175687769099,mastercard,$2830.58
909,5602240937927708,bankcard,$681.81
910,5108756745666229,mastercard,$1680.21
911,3569303569653004,jcb,$1008.03
912,5610291103919200494,china-unionpay,$3560.24
913,3564979495048776,jcb,$2989.89
914,3531816735229206,jcb,$3745.64
915,3570647051987305,jcb,$1870.76
916,3568618143588389,jcb,$678.80
917,3541093143790678,jcb,$787.97
918,3567866397999072,jcb,$2967.18
919,3536806240270956,jcb,$1573.75
920,30374910694366,diners-club-carte-blanche,$449.24
921,0604364802286229,maestro,$3344.15
922,3551527465029048,jcb,$2288.37
923,3548622731982637,jcb,$2123.98
924,3532077192423506,jcb,$2995.55
925,3558415332961481,jcb,$1640.94
926,5602243513227220,bankcard,$918.47
927,3585916165014493,jcb,$2921.72
928,5602226506599994,bankcard,$3573.64
929,3584540012939347,jcb,$2919.80
930,3573384874543258,jcb,$3860.56
931,675935993541165580,maestro,$2657.73
932,5048376375828438,mastercard,$517.78
933,5100176628327013,mastercard,$1086.80
934,5100136847771391,mastercard,$1155.97
935,3543273527176805,jcb,$2118.64
936,6334024223138391,solo,$1435.39
937,201987423909667,diners-club-enroute,$3403.38
938,630436311205788143,laser,$863.48
939,201686176584459,diners-club-enroute,$1864.59
940,5602225830230201,bankcard,$1192.38
941,36597680344903,diners-club-international,$3164.48
942,633490281898956454,solo,$2261.94
943,30585375642307,diners-club-carte-blanche,$2048.88
944,6763001520605843,maestro,$608.82
945,6304672602124242603,laser,$1274.16
946,50388210100253212,maestro,$3903.27
947,4041374408643924,visa,$1151.98
948,374622455882026,americanexpress,$3307.17
949,3580902434428933,jcb,$3947.39
950,4911994758331988449,switch,$3190.43
951,6382431212650065,instapayment,$1857.30
952,5602244517619602,bankcard,$2248.16
953,3537296230480253,jcb,$1810.88
954,3528371139534871,jcb,$3598.88
955,3529313702964951,jcb,$1932.96
956,201516807338449,diners-club-enroute,$3482.57
957,30057034316947,diners-club-carte-blanche,$345.18
958,201485733079800,diners-club-enroute,$362.14
959,5602243720594032,bankcard,$1751.74
960,201989496671521,diners-club-enroute,$3746.85
961,5602241829062382535,china-unionpay,$1707.32
962,4508205454812466,visa-electron,$1401.44
963,3586578885166232,jcb,$415.30
964,3553044948369957,jcb,$1557.12
965,5893842095700245,maestro,$2671.66
966,3547594396281434,jcb,$3481.94
967,3581346506620762,jcb,$2629.76
968,3573835407953090,jcb,$1566.90
969,3571714902848315,jcb,$2345.26
970,3567212027014166,jcb,$1506.16
971,5007660333772989,mastercard,$2581.53
972,3538494331928804,jcb,$369.17
973,3554822375698439,jcb,$1421.81
974,201682585465752,diners-club-enroute,$2023.90
975,4673825039648033,visa,$2595.53
976,30510833679170,diners-club-carte-blanche,$859.11
977,3528357622692649,jcb,$2752.93
978,5100177787985294,mastercard,$3814.00
979,3532099686009955,jcb,$2536.52
980,5100142162534331,mastercard,$1299.45
981,5100134425530313,mastercard,$1242.51
982,201436636728357,diners-club-enroute,$2535.66
983,3572394222758335,jcb,$3518.65
984,374283144385424,americanexpress,$3065.46
985,3532969691397506,jcb,$1846.38
986,201584536410194,diners-club-enroute,$343.75
987,6387549379995836,instapayment,$545.66
988,3575856631375189,jcb,$3745.08
989,3587705460342784,jcb,$2068.76
990,3584026449270233,jcb,$413.99
991,3584172037687329,jcb,$2856.23
992,5602258808010024,bankcard,$1628.97
993,5602213180443731,bankcard,$2490.61
994,4041374784270,visa,$3059.63
995,36807735045888,diners-club-international,$3980.81
996,372301399807819,americanexpress,$582.11
997,3544860388357927,jcb,$1848.09
998,3541104755305638,jcb,$2180.92
999,3549045240038643,jcb,$2412.92
1000,201549644092143,diners-club-enroute,$1330.22
